id,name,tag,x,y,district,IDDIST,direction,stars,n_reviews,min_price,max_price,platform
71036,Restaurante Statera,$$$$||Peruana||contemporánea||Opciones sin gluten||,-12.115658,-77.04344,MIRAFLORES,150122,"Avenida Mariscal La Mar 463, Miraflores, Lima 15074 Perú",50,130,80.0,280.0,tripadvisor
72471,Maras Restaurante,$$$$||Peruana||Latina||Internacional||,-12.092106,-77.02466,SAN ISIDRO,150131,"Amador Merino Reyna 551 Esquina Calle Begonias con Amador Merino Reyna, Lima L27 Perú",45,675,158.0,237.0,tripadvisor
29667,Ventarrón Restaurante Chiclayano & Barra,$$ - $$$||Peruana||Mariscos||Gastropub||,-12.149373,-77.020706,BARRANCO,150104,"Avenida Grau 276 Frente al Parque Municipal, Lima LIMA04 Perú",45,304,12.0,72.0,tripadvisor
144186,Aji 555 Real Thai Cuisine,$$ - $$$||Asiática||Tailandesa||Apto para vegetarianos||,-12.105918,-76.99234,SAN BORJA,150130,"Av. San Luis 2879 San Borja, Lima 41 Perú",45,361,20.0,83.0,tripadvisor
124291,Cebicheria La Mar,$$ - $$$||Peruana||Latina||Mariscos||,-12.113314,-77.0454,MIRAFLORES,150122,"Av. La Mar 770 Miraflores, Lima Perú",45,4864,79.0,99.0,tripadvisor
54216,Cosme,$$ - $$$||Peruana||Latina||Internacional||,-12.108092,-77.04027,SAN ISIDRO,150131,"Tudela y Varela 162 Media Cuadra de Miguel Dasso, Lima 15073 Perú",45,901, , ,tripadvisor
181709,Tzuru Restaurante Nikkei,$$ - $$$||Japonesa||Peruana||Mariscos||,-12.097001,-77.0161,SAN ISIDRO,150131,"Calle 21, #707 Urban Corpac, Lima lima 27 Perú",45,227, , ,tripadvisor
145703,Amoramar,$$$$||Peruana||Latina||Mariscos||,-12.144102,-77.01824,BARRANCO,150104,"Jr. Garcia y Garcia 175 Barranco, Lima 04 Perú",45,1000,99.0,158.0,tripadvisor
237185,Mayta Restaurante,$$$$||Peruana||Latina||Fusión||,-12.130622,-77.01971,MIRAFLORES,150122,"Av. Mariscal La Mar, 1285, Lima 15047 Perú",45,465,99.0,150.0,tripadvisor
241178,IK Restaurante,$$$$||Peruana||contemporánea||Fusión||,-12.118232,-77.03498,MIRAFLORES,150122,"Calle Elías Aguirre 179, Lima 18 Perú",45,1401,158.0,395.0,tripadvisor
32101,DonDoh,$$$$||Japonesa||Churrasquería||Parrillada||,-12.106183,-77.03707,SAN ISIDRO,150131,"Av. Conquistadores #999 San Isidro, Lima Perú",45,286,130.0,180.0,tripadvisor
138180,Chabuca Restaurant,$$$$||Peruana||Mariscos||Apto para vegetarianos||,-12.095196,-77.0379,SAN ISIDRO,150131,"Avenida Jorge Basadre 595 Dentro del Hotel Pullman Lima San Isidro, Lima 15081 Perú",45,190,39.0,79.0,tripadvisor
262488,Huaringas Bar,$$ - $$$||Peruana||Bar||Pub||,-12.123019,-77.036064,MIRAFLORES,150122,"Ovalo Bolognesi 460 Ovalo Bolognesi 460 - Miraflores, Lima 15074 Perú",45,292,28.0,59.0,tripadvisor
270316,EL HORNERO,$$$$||Churrasquería||Peruana||Parrillada||,-12.16734,-77.02828,CHORRILLOS,150108,"Malecon Almirante Miguel Grau 983, Lima Perú",45,525,59.0,138.0,tripadvisor
116095,Perroquet,$$$$||Peruana||Latina||Internacional||,-12.098123,-77.04863,SAN ISIDRO,150131,"Hotel Country, Los Eucaliptos 590, San Isidro, Lima Perú",45,369,197.0,395.0,tripadvisor
67121,Puquina Qocha,$$ - $$$||Peruana||Latina||,-12.061885,-77.04154,LIMA,150101,"Jr Héroes de Tarapacá 168, Lima 15001 Perú",45,647, , ,tripadvisor
76722,Restaurante Arlotia,$$ - $$$||Mediterránea||Europea||Española||,-12.148265,-77.02115,BARRANCO,150104,"Avenida Grau 340 A media cuadra del parque Municipal de Barranco, Lima Perú",45,197,24.0,59.0,tripadvisor
85038,LA73 Paradero Gourmet,$$ - $$$||Peruana||Latina||contemporánea||,-12.139511,-77.02326,BARRANCO,150104,"Av. El Sol Oeste 175, Barranco, Lima 15063 Perú",45,557,39.0,79.0,tripadvisor
64039,ámaZ Restaurante,$$$$||Apto para vegetarianos||Opciones veganas||Opciones sin gluten||,-12.128757,-77.02671,MIRAFLORES,150122,"Av. La Paz 1079, Lima Perú",45,1656, , ,tripadvisor
236060,Carnaval,$$$$||Bar||,-12.105828,-77.03892,SAN ISIDRO,150131,"Avenida Pardo y Aliaga 662 San Isidro, Lima 15073 Perú",45,116, , ,tripadvisor
221166,Cala Restaurante,$$$$||Peruana||Mariscos||contemporánea||,-12.144666,-77.02574,BARRANCO,150104,"Circuito de Playas, Lima 15063 Perú",45,2485,99.0,197.0,tripadvisor
82444,La Red - Miraflores,$$ - $$$||Peruana||Latina||Mariscos||,-12.116288,-77.042816,MIRAFLORES,150122,"Av. La Mar 391 Santa Cruz - Miraflores, Lima Perú",40,539,39.0,79.0,tripadvisor
30605,Carnal Prime Steakhouse,$$$$||Churrasquería||Opciones sin gluten||,-12.113415,-77.03462,MIRAFLORES,150122,"Elias Aguirre 698 Miraflores, Lima Perú",45,502, , ,tripadvisor
259524,Papacho's,$$ - $$$||Estadounidense||Bar||Apto para vegetarianos||,-12.128386,-77.02677,MIRAFLORES,150122,"Av. La Paz 1045 Miraflores, Lima 00018 Perú",45,1269, , ,tripadvisor
24229,Mi Barrunto,$$ - $$$||Peruana||Latina||Mariscos||,-12.067569,-77.02158,LA VICTORIA,150115,"Jr. Sebastian Barranca 940 y 935 La Victoria, Lima Perú",45,425, , ,tripadvisor
174493,Bravo Restobar,$$ - $$$||Peruana||Latina||Bar||,-12.106424,-77.03709,SAN ISIDRO,150131,"Av. Conquistadores 1005, San Isidro Estamos cambiando de local próximamente en Coronel Inclán 221 Miraflores, Lima Lima 27 Perú",45,545,79.0,158.0,tripadvisor
74283,La Gloria,$$$$||Peruana||Latina||Mariscos||,-12.117876,-77.030396,MIRAFLORES,150122,"Atahualpa 201, Miraflores, Lima Perú",45,634,99.0,395.0,tripadvisor
245377,El Rincón de Bigote,$$ - $$$||Peruana||Latina||Mariscos||,-12.121218,-77.03525,MIRAFLORES,150122,"Calle Jose Galvez 529 Av.Pedronde Osma 310 Barranco, Lima 15046 Perú",45,186, , ,tripadvisor
202240,Pardos Chicken,$$ - $$$||Peruana||Parrillada||,-12.125304,-77.025505,MIRAFLORES,150122,"Av. Javier Prado Este 6495, Lima 15082 Perú",40,959, , ,tripadvisor
36054,Museo del Pisco,$$ - $$$||Peruana||Latina||Bar||,-12.045773,-77.02957,LIMA,150101,"Jiron Carabaya 193 between the Palacio del Gobierno & Palacio del Arzobispado, Lima 15001 Perú",45,165,32.0,79.0,tripadvisor
275595,Paprika,$$ - $$$||Peruana||Latina||Española||,-12.097411,-77.05583,SAN ISIDRO,150131,"Avenida Salaverry 3060, Lima 15076 Perú",45,109, , ,tripadvisor
126618,Tanta,$$ - $$$||Peruana||Latina||Mariscos||,-12.132116,-77.030235,MIRAFLORES,150122,"Av. 28 de Julio 888, Miraflores Larcomar Shopping Miraflores, Lima Perú",40,3034,39.0,59.0,tripadvisor
12652,Danica,$$ - $$$||Italiana||Fusión||Apto para vegetarianos||,-12.109326,-77.03781,SAN ISIDRO,150131,"Av. Emilio Cavenecia 170// Av. Armendariz 524 San Isidro// Miraflores, Lima Perú",40,591, , ,tripadvisor
35956,La Cabrera Miraflores,$$$$||Churrasquería||Latina||Parrillada||,-12.13703,-77.02242,BARRANCO,150104,"Calle Enrique Palacios 140 Miraflores, Lima 15063 Perú",40,665, , ,tripadvisor
87184,TOSHi Restaurante Nikkei,$$$$||Japonesa||Peruana||Mariscos||,-12.134496,-77.026215,MIRAFLORES,150122,"Armendariz 480 Miraflores, Lima 18 Lima Perú",45,232,79.0,197.0,tripadvisor
242558,Mangos,$$ - $$$||Peruana||Apto para vegetarianos||Opciones veganas||,-12.132117,-77.030624,MIRAFLORES,150122,"Malecón de la Reserva N° 610 Tda. 4-02 Miraflores · Larcomar Centro Comercial Larcomar Tda. 4-02, Lima 15046 Perú",40,3891,39.0,193.0,tripadvisor
49708,La Bistecca,$$ - $$$||Italiana||China||Japonesa||,-12.106554,-77.03715,SAN ISIDRO,150131,"Av. Conquistadores 1048, San Isidro Av. Primavera, Lima San Borja Perú",40,1118,59.0,99.0,tripadvisor
216023,Restaurante Las Tejas,$$ - $$$||Peruana||Latina||Apto para vegetarianos||,-12.122317,-77.02739,MIRAFLORES,150122,"Ave Ernesto Diez Canseco 340 Miraflores, Lima 11018 Perú",40,367,32.0,79.0,tripadvisor
105637,HANZO San Isidro,$$ - $$$||Japonesa||Peruana||Sushi||,-12.101889,-77.03696,SAN ISIDRO,150131,"Av. Conquistadores 598, San Isidro, Lima 09630 Perú",40,412,39.0,99.0,tripadvisor
12751,Alzo,$$ - $$$||Peruana||Latina||Mediterránea||,-12.120894,-77.004105,SURQUILLO,150141,"Av. Villarán 759 Surquillo, Lima 15038 Perú",45,120,79.0,197.0,tripadvisor
8814,Bar Ingles,$$$$||Bar||,-12.098124,-77.04874,SAN ISIDRO,150131,"Los Eucaliptos 590 san isidro Country Club Lima Hotel, Lima 09630 Perú",45,117, , ,tripadvisor
86153,Don Tito Pollos a la Brasa,$$ - $$$||Peruana||Latina||Parrillada||,-12.100671,-77.001976,SAN BORJA,150130,"Av. Aviacion 3096, Lima Lima 41 Perú",40,294, , ,tripadvisor
104517,Juicy Lucy,$$ - $$$||Estadounidense||Comida rápida||,-12.129749,-77.02441,MIRAFLORES,150122,"Av. La Mar 1328, Miraflores, Lima 18 Perú",40,400, , ,tripadvisor
264819,Deli France,$$ - $$$||Francesa||Europea||Apto para vegetarianos||,-12.113091,-77.03908,MIRAFLORES,150122,"Avenida Santa Cruz 982, Lima Lima 18 Perú",45,193, , ,tripadvisor
203871,Restaurant Sonia,$$ - $$$||Peruana||Latina||Mariscos||,-12.167985,-77.030785,CHORRILLOS,150108,"Agustin Lozano La Rosa Nº 173, Lima Lima 09 Perú",40,226, , ,tripadvisor
222262,mó bistró,$$ - $$$||Peruana||contemporánea||Saludable||,-12.1134,-77.040474,MIRAFLORES,150122,"Avenida Angamos Oeste 1146 Esquina con calle Chamberí, Lima 15073 Perú",45,133,6.0,30.0,tripadvisor
162690,Haiti,$$ - $$$||Peruana||Bar||Café||,-12.119874,-77.029434,MIRAFLORES,150122,"Diagonal 160, Miraflores, Lima Perú",40,746,39.0,59.0,tripadvisor
61196,Veda Restaurante,$$ - $$$||Peruana||Internacional||Fusión||,-12.123669,-77.025406,MIRAFLORES,150122,"Calle Schell, 630, Lima 51 Perú",45,126,5.0,29.0,tripadvisor
171382,Cafe de la Paz,$$ - $$$||Peruana||Latina||Café||,-12.121894,-77.03012,MIRAFLORES,150122,"Calle Lima 351, Lima 15074 Perú",40,578,39.0,79.0,tripadvisor
294925,Donatello,$$ - $$$||Italiana||Pizzería||Apto para vegetarianos||,-12.121202,-77.033676,MIRAFLORES,150122,"Jose Galvez 390, Lima L18 Perú",40,279,79.0,99.0,tripadvisor
22457,El Italiano,$$ - $$$||Italiana||Pizzería||Europea||,-12.085033,-77.02191,LA VICTORIA,150115,"Jr. Enrique Leon Garcia 376, Urb. Sta. Catalina, La Victoria, Lima Perú",45,172,59.0,79.0,tripadvisor
239811,Edo Sushi Bar,$$ - $$$||Japonesa||Sushi||Asiática||,-12.10042,-77.00027,SAN BORJA,150130,"Av. San Borja Sur 663, San Borja, Lima 15081 Perú",45,186,59.0,79.0,tripadvisor
120471,El Hornero,$$ - $$$||Churrasquería||Parrillada||Argentina||,-12.092338,-77.025475,SAN ISIDRO,150131,"Francisco Masias 505, Lima 09630 Perú",40,294,99.0,395.0,tripadvisor
255163,Vivaldi Restaurante,$$ - $$$||Peruana||Cajún y criolla||Latina||,-12.098028,-77.036644,SAN ISIDRO,150131,"Av. Camino Real 415, San Isidro Av. Ignacio Merino 207, San Isidro, Lima 051 Perú",40,367,79.0,197.0,tripadvisor
110724,Restaurante Rovegno,$$ - $$$||Italiana||Peruana||Opciones sin gluten||,-12.069183,-77.03791,JESUS MARIA,150113,"Av. Arenales 456, Lima Perú",40,683, , ,tripadvisor
27669,Avanti,$$ - $$$||Italiana||Internacional||Fusión||,-12.12571,-77.0301,MIRAFLORES,150122,"Calle San Martin 443, Miraflores, Lima 15001 Perú",45,63, , ,tripadvisor
2969,Grimanesa Vargas Anticuchos,$||Peruana||Latina||Comida rápida||,-12.113582,-77.0458,MIRAFLORES,150122,"Ca. Ignacio Merino 466 Alt. 7 Av. La Mar, Lima LIMA 19 Perú",40,268, , ,tripadvisor
212793,Veggie Pizza,$$ - $$$||Pizzería||Saludable||Bar de vinos||,-12.110894,-77.03707,MIRAFLORES,150122,"Jirón Colina 112, Lima 15063 Perú",40,347,59.0,99.0,tripadvisor
102918,Mezze Restaurant and Cafe,$$ - $$$||Peruana||Mediterránea||Del Medio Oriente||,-12.129246,-77.02978,MIRAFLORES,150122,"1155 Av Larco Miraflores, Lima Perú",40,245, , ,tripadvisor
289784,Kg Restaurante,$$ - $$$||Peruana||Apto para vegetarianos||,-12.121595,-77.03571,MIRAFLORES,150122,"Av. Bolognesi 351 Miraflores, Lima 15046 Perú",45,63, , ,tripadvisor
53608,Los Bachiche,$$ - $$$||Italiana||Apto para vegetarianos||Opciones veganas||,-12.128145,-77.02687,MIRAFLORES,150122,"La Paz 1025, Lima Perú",40,535, , ,tripadvisor
36012,El Rancho de Robertin,$$ - $$$||Peruana||Sudamericana||,-11.471703,-77.22237, ,Out,"Calle Morales Bermudez, 213 Piso 2 - Huaral, Lima 150601 Perú",40,287, , ,tripadvisor
72325,Mantra Indian Cuisine,$$ - $$$||De la India||Asiática||Apto para vegetarianos||,-12.12685,-77.014175,MIRAFLORES,150122,"Avenida Benavides 1761 San Antonio, Miraflores, Lima lima18 Perú",40,293,32.0,47.0,tripadvisor
262745,Rustica de la Costa Verde,$$ - $$$||Peruana||Latina||Mariscos||,-12.148798,-77.0248,BARRANCO,150104,"Playa Barranco, Barranco, Lima Perú",40,503, , ,tripadvisor
40012,LA PANKA,$$ - $$$||Peruana||Latina||Parrillada||,-12.120905,-77.004265,SURQUILLO,150141,"Avenida Villaran 753 Surquillo Magdalena/Barranco/ Miraflores/ La Molina/ La Rambla/ La Fontana/Jockey Plaza, Lima l 34 Perú",40,416,20.0,79.0,tripadvisor
208128,Makoto Sushi Bar Miraflores,$$ - $$$||Japonesa||Mariscos||Sushi||,-12.118008,-77.03287,MIRAFLORES,150122,"Calle Dos de Mayo 413 Miraflores, Lima 15074 Perú",40,273,79.0,99.0,tripadvisor
134128,Osso El Restaurante,$$$$||Churrasquería||Parrillada||Opciones sin gluten||,-12.097178,-77.037636,SAN ISIDRO,150131,"Av Santo Toribio 173 Via Central 172, Torre Real 6, Lima 00027 Perú",40,289, , ,tripadvisor
95895,Sakura Sushi,$$ - $$$||Japonesa||Peruana||Sushi||,-12.113754,-77.0479,MIRAFLORES,150122,"Avenida del Ejército 820, Lima 15074 Perú",45,63,19.0,54.0,tripadvisor
79792,Slice pizzeria,$||Italiana||Pizzería||Apto para vegetarianos||,-12.122732,-77.027855,MIRAFLORES,150122,"Alcanfores 350C Miraflores, Lima Perú",50,43, , ,tripadvisor
203223,Pardos Chicken,$$ - $$$||Peruana||Parrillada||,-12.045352,-77.031494,LIMA,150101,"Pasaje Santa Rosa 153, Lima 15001 Perú",40,129, , ,tripadvisor
99816,Punta Sal,$$ - $$$||Peruana||Latina||Mariscos||,-12.124924,-77.037155,MIRAFLORES,150122,"Malecon Cisneros Cuadra 3, Esquina Con Tripoli Miraflores, Lima Perú",40,185, , ,tripadvisor
23332,Barrio,$$ - $$$||Peruana||Latina||Bar||,-12.092102,-77.02385,SAN ISIDRO,150131,"Las Begonias 419, San Isidro, Lima LIMA 27 Perú",40,193,59.0,158.0,tripadvisor
210525,Delphos Bistro,$$$$||Peruana||Latina||Internacional||,-12.09775,-77.04786,SAN ISIDRO,150131,"Calle Los Eucaliptos 555 Los Delfines Hotel and Casino, Lima 15076 Perú",45,205,36.0,79.0,tripadvisor
53305,Hosso Casual Nikkei,$$ - $$$||Japonesa||Peruana||Sushi||,-12.150056,-77.021904,BARRANCO,150104,"Malecon Castilla 111, Barranco Cruce Con Pedro de Osma, Lima 15063 Perú",40,179, , ,tripadvisor
109192,Sama Healthy Express,$$ - $$$||Café||Comida rápida||Saludable||,-12.122173,-77.02663,MIRAFLORES,150122,"Av. La Paz 463 Dentro de Casa Andina Premium Miraflores, Lima 018 Perú",45,48,8.0,36.0,tripadvisor
18673,Matsuei,$$ - $$$||Japonesa||Mariscos||Sushi||,-12.09072,-76.95147,LA MOLINA,150114,"Los Caobos 380 Raul Ferrero, Lima Perú",45,168,79.0,99.0,tripadvisor
142735,La Bodega de La Trattoria,$$ - $$$||Italiana||Apto para vegetarianos||Opciones veganas||,-12.11189,-77.03316,MIRAFLORES,150122,"Gral. Borgono 784, Miraflores Al costado de la Huaca Pucllana, Lima Perú",40,684,39.0,395.0,tripadvisor
136870,Pardos Chicken,$$ - $$$||Peruana||Sudamericana||,-12.06222,-77.03474,LIMA,150101,"Paseo de la Republica S/N Cerca de la Estacion Central del Metropolitano en Matellini, Chorrillos, Lima Perú",45,77, , ,tripadvisor
97768,La Onceava,$$ - $$$||Peruana||Latina||Mariscos||,-12.143493,-77.01415,BARRANCO,150104,"Jr. San Ambrosio 420, Barranco, Lima 04 Perú",40,159, , ,tripadvisor
197428,Bodega La Trattoria,$$ - $$$||Italiana||Apto para vegetarianos||,-12.132862,-77.02784,MIRAFLORES,150122,"Avenida Armendariz 299 Miraflores, Lima Perú",40,316, , ,tripadvisor
104135,El Muelle de Barranco,$$ - $$$||Peruana||Latina||Mariscos||,-12.14702,-77.022705,BARRANCO,150104,"Av. Alfonso Ugarte 225 Barranco, Lima Perú",45,138, , ,tripadvisor
134665,Papacho's,$$ - $$$||Peruana||Bar||Fusión||,-12.090533,-77.052216,JESUS MARIA,150113,"Av Salaverry 2370 CC Real Plaza Local R02, Lima 15076 Perú",40,189, , ,tripadvisor
42793,RESTAURANT KUSINA PACHACAMAC,$$ - $$$||Peruana||Latina||Española||,-12.243585,-76.879456,LURIN,150119,"Ex-predio La Casica. Sub Lote 1. Parcela E9 Ex-predio La Casica Sub Lote 1 Parcela E-9, Lima 01 Perú",40,207,178.0,276.0,tripadvisor
110951,Sibaris Restaurante,$$ - $$$||Peruana||contemporánea||Fusión||,-12.150539,-77.02088,BARRANCO,150104,"Jr. 28 de Julio 206-B. Barranco cruce con la cuadra 1 de la Avenida Pedro de Osma., Lima Lima 04 Perú",40,110,59.0,158.0,tripadvisor
135359,Puerto Med Restaurante,$$ - $$$||Peruana||Mariscos||Española||,-12.130539,-77.01926,MIRAFLORES,150122,"Avenida 28 de Julio 1324, Lima 0051 Perú",45,59,12.0,59.0,tripadvisor
224871,Tanta,$$ - $$$||Peruana||Latina||Apto para vegetarianos||,-12.090713,-77.052216,JESUS MARIA,150113,"Avenida Felipe Salaverry 2370, Lima Perú",40,208, , ,tripadvisor
298156,"""El Chinito"" Plaza Mayor",$$ - $$$||Peruana||,-12.046519,-77.03041,LIMA,150101,"Jirón Carabaya 303 cercado de lima Frente a Plaza San Martin, Lima Perú",45,89,15.0,122.0,tripadvisor
90687,Zimmermann,$$ - $$$||Peruana||Café||Bar de vinos||,-12.132269,-77.0267,MIRAFLORES,150122,"Vasco Núñez de Balboa 326 Miraflores, Lima 15074 Perú",40,119,36.0,59.0,tripadvisor
171004,La Estancia Cafe Restaurante,$$ - $$$||Peruana||Apto para vegetarianos||,-12.123133,-77.02804,MIRAFLORES,150122,"Calle Schell 385 Miraflores, Lima Perú",45,66, , ,tripadvisor
166625,Canta Ranita,$$ - $$$||Peruana||Latina||Mariscos||,-12.146864,-77.02111,BARRANCO,150104,"Jiron Union 147 Esta Ubicado dentro del mercado El Capullito en Barranco, Lima Perú",45,86, , ,tripadvisor
154959,La Verdad de la Milanesa,$$ - $$$||Peruana||,-12.150871,-77.02028,BARRANCO,150104,"Av. Grau 170, Barranco, Lima Perú",40,178, , ,tripadvisor
143349,El Jardín de Jazmín,$$ - $$$||Peruana||Pizzería||Saludable||,-12.126167,-77.02694,MIRAFLORES,150122,"Avenida La Paz 838 Miraflores, Lima 15086 Perú",40,118,5.0,15.0,tripadvisor
118923,La Vaca Loca,$$ - $$$||Parrillada||Parrilla||,-12.131796,-77.030685,MIRAFLORES,150122,"Av. Santa Cruz 900, Lima 15073 Perú",40,343,79.0,395.0,tripadvisor
99656,La Forchetta,$$ - $$$||Italiana||Peruana||Apto para vegetarianos||,-12.130489,-77.01856,MIRAFLORES,150122,"Avenida 28 de Julio 1420 Miraflores, Lima Perú",40,125, , ,tripadvisor
69094,Punto Italiano,$$ - $$$||Italiana||Pizzería||Apto para vegetarianos||,-12.07403,-76.93653,LA MOLINA,150114,"Av. El grifo 150 A Urb Campo Verde, La Molina, Lima Perú",40,108, , ,tripadvisor
129002,Las Conchas de sus Mares,$$ - $$$||Peruana||Sudamericana||,-12.14542,-76.95563,VILLA MARIA DEL TRIUNFO,150143,"Pumacahua 1658 Jesus Maria, Lima Perú",40,156,20.0,39.0,tripadvisor
58488,El Piloto,$$ - $$$||Peruana||Mariscos||,-13.050512,-76.432396, ,Out,"Carretera Pan sur km 138, Cañete Imperial, Lima Perú",40,152,79.0,99.0,tripadvisor
10990,RASSON,$$ - $$$||Peruana||Latina||Parrillada||,-12.111623,-77.04868,MIRAFLORES,150122,"Mendiburu 1007 Miraflores, Lima Perú",40,273, , ,tripadvisor
36673,JW Sushi Ceviche Lounge,$$$$||Japonesa||Peruana||Bar||,-12.131933,-77.02955,MIRAFLORES,150122,"Malecon De La Reserva 615 JW Marriott Hotel Lima, Lima Perú",45,73, , ,tripadvisor
202319,Kasamama,$$ - $$$||Peruana||Latina||Mariscos||,-12.0798,-77.03434,LINCE,150116,"Manuel Segura 268 Lince, Lima Perú",40,140, , ,tripadvisor
238917,Seitan Urban Bistro,$$ - $$$||Peruana||Internacional||Sudamericana||,-12.122963,-77.02598,MIRAFLORES,150122,"Grimaldo del Solar 168, Lima Perú",45,57,15.0,30.0,tripadvisor
297374,La Cucharita,$$ - $$$||Mediterránea||Española||Bar de vinos||,-12.110197,-77.04856,MIRAFLORES,150122,"Av. La Mar 1200, Lima Perú",40,187, , ,tripadvisor
35756,Sabor y Vida,$||Peruana||Latina||Española||,-12.119782,-77.03382,MIRAFLORES,150122,"General Recavarren 156, Lima lima18 Perú",45,55, , ,tripadvisor
199320,La Gorda,$$ - $$$||Mediterránea||Española||,-12.11715,-77.03345,MIRAFLORES,150122,"General Borgoño 286 Miraflores, Lima Lima 18 Perú",45,79, , ,tripadvisor
134831,Zen,$$ - $$$||Japonesa||Mariscos||Sushi||,-12.091489,-77.03825,SAN ISIDRO,150131,"621-B, Av. Dos de Mayo, Lima Perú",45,77,39.0,59.0,tripadvisor
205971,MUYA,$$ - $$$||Peruana||Mariscos||Apto para vegetarianos||,-12.149449,-77.02196,BARRANCO,150104,"Pasaje Chabuca Granda 107 Barranco, Lima Perú",45,84,30.0,45.0,tripadvisor
161812,Edo Sushi Bar,$$ - $$$||Japonesa||Sushi||Asiática||,-12.085113,-76.974785,SANTIAGO DE SURCO,150140,"Av. Javier Prado S/N CC. Jockey Plaza CP4-9, Lima Lima 33 Perú",45,96, , ,tripadvisor
109164,Restaurante Punta Sal,$$ - $$$||Peruana||Latina||Mariscos||,-12.124933,-77.03714,MIRAFLORES,150122,"Av. Conquistadores 948, Lima 27 Perú",40,121, , ,tripadvisor
64609,Kio's,$||Peruana||,-12.06932,-77.07796,SAN MIGUEL,150136,"Av. Universitaria 871, San Miguel, Lima Perú",40,143,20.0,39.0,tripadvisor
39039,Don Belisario pollos a la brasa,$$ - $$$||Peruana||Latina||Parrillada||,-12.124666,-77.028,MIRAFLORES,150122,"1. Javier Prado Este 5510, 2. Cruce de Las Avenidas Benavides Con Alcanfores Miraflores, Lima Perú",35,507, , ,tripadvisor
98492,La Postreria Cafe,$||Café||Fusión||Saludable||,-12.117053,-77.039055,MIRAFLORES,150122,"Calle Enrique Palacios 1008, Lima Perú",45,48,20.0,51.0,tripadvisor
130115,Altamar,$$ - $$$||Peruana||Mariscos||Sudamericana||,-12.11896,-77.035,MIRAFLORES,150122,"Avenida Jose Pardo 610 2Do Piso, Lima Perú",45,67, , ,tripadvisor
90701,Frida Cocina De Mexico,$$ - $$$||Mexicana||Latina||,-12.113401,-77.04709,MIRAFLORES,150122,"Calle General Mendiburu 793, Lima 15074 Perú",40,134, , ,tripadvisor
81916,Il Piccolo Pomodoro Restaurante,$$ - $$$||Italiana||Pizzería||Europea||,-12.124565,-76.983665,SANTIAGO DE SURCO,150140,"Caminos Del Inca 1473, Lima 15555 Perú",45,110, , ,tripadvisor
2834,La Red - San Miguel,$$ - $$$||Peruana||Latina||Mariscos||,-12.078825,-77.08774,SAN MIGUEL,150136,"Av. La Marina 2355, Lima Lima 32 Perú",40,107,39.0,79.0,tripadvisor
100746,Sandwiches Monstruos,$||Peruana||Comida rápida||,-12.05226,-77.03363,LIMA,150101,"Av. Avenida Nicolas de Pierola #117, Lima Perú",45,53, , ,tripadvisor
145824,PiscoBar,$$ - $$$||Peruana||Latina||Bar||,-12.116869,-77.0283,MIRAFLORES,150122,"Av. Petit Thouars # 5390 Miraflores cruce con Gonzales Prada, Lima LIMA 01 Perú",45,91,28.0,118.0,tripadvisor
101681,Cumbia y Café,$$ - $$$||Latina||Española||Colombiana||,-12.07153,-77.039,JESUS MARIA,150113,"Av Republica de Chile 596 Jesus Maria, Lima Perú",40,90, , ,tripadvisor
251722,La Gastronoma,$$ - $$$||Apto para vegetarianos||,-12.12216,-77.03303,MIRAFLORES,150122,"Libertad 439 Cuadra 2 de Berlín, Lima Lima 18 Perú",45,46, , ,tripadvisor
233972,Nagoya,$$ - $$$||Japonesa||Peruana||Mariscos||,-12.0824,-76.96805,SANTIAGO DE SURCO,150140,"Av. Circunvalación 154 Edificio Capital Golf, Lima 15023 Perú",45,59,30.0,50.0,tripadvisor
211025,Trattoria Mamma Lola,$$ - $$$||Italiana||Pizzería||Apto para vegetarianos||,-12.122105,-77.02984,MIRAFLORES,150122,"Diez Canseco 119 Miraflores, Lima Perú",35,301, , ,tripadvisor
243588,Restaurante árabe tierra santa,$$ - $$$||Apto para vegetarianos||Opciones veganas||,-12.123082,-77.02825,MIRAFLORES,150122,"Avenida caminos del Inca 1512 Surco, Lima 18 Perú",40,207, , ,tripadvisor
213380,Cebicheria Beto,$$ - $$$||Peruana||Mariscos||Sudamericana||,-12.172363,-77.025246,CHORRILLOS,150108,"La Habana 229 Chorrillos, Lima Perú",45,74, , ,tripadvisor
260311,Costa Verde,$$$$||Peruana||Latina||Mariscos||,-12.139931,-77.02869,BARRANCO,150104,"Playa Barranquito s/n Barranco - Circuito de Playas, Lima Lima 04 Perú",35,539,79.0,99.0,tripadvisor
181760,TROPICANA,$||Peruana||Mariscos||Española||,-12.123285,-77.026886,MIRAFLORES,150122,"Schell 498 Miraflores, Lima Perú",40,77, , ,tripadvisor
263370,Cafeteria del Gran Hotel Bolivar,$$ - $$$||Peruana||Latina||Bar||,-12.05109,-77.03554,LIMA,150101,"Cercado de Lima Jr.de la Unión, # 958, Lima Perú",40,147, , ,tripadvisor
271660,DaDA Restobar,$$ - $$$||bar cervecero||Bar||contemporánea||,-12.146804,-77.02145,BARRANCO,150104,"Av. Almte. Miguel Grau 428 Barranco, Barranco 15063 Perú",45,66, , ,tripadvisor
